user_id,data_ecg
1,1822
1,1836
1,1808
1,1834
1,1830
1,1833
1,1821
1,1829
1,1861
1,1843
1,1814
1,1824
1,1830
1,1808
1,1827
1,1805
1,1821
1,1823
1,1823
1,1819
1,1832
1,1839
1,1832
1,1835
1,1831
1,1819
1,1826
1,1818
1,1805
1,1820
1,1840
1,1819
1,1817
1,1824
1,1818
1,1823
1,1808
1,1813
1,1813
1,1840
1,1834
1,1818
1,1826
1,1817
1,1840
1,1798
1,1835
1,1834
1,1840
1,1821
1,1826
1,1822
1,1829
1,1856
1,1858
1,1834
1,1845
1,1850
1,1812
1,1818
1,1811
1,1842
1,1862
1,1825
1,1823
1,1840
1,1811
1,1841
1,1814
1,1840
1,1813
1,1812
1,1831
1,1815
1,1837
1,1829
1,1822
1,1831
1,1813
1,1843
1,1857
1,1693
1,1795
1,1735
1,2697
1,1831
1,1828
1,1827
1,1831
1,1838
1,1825
1,1837
1,1786
1,1826
1,1840
1,1839
1,1808
1,1796
1,1797
1,1834
1,1827
1,1822
1,1790
1,1815
1,1825
1,1806
1,1824
1,1854
1,1831
1,1852
1,1806
1,1877
1,1811
1,1845
1,1858
1,1845
1,1820
1,1811
1,2901
1,1826
1,1890
1,1834
1,1803
1,1808
1,1831
1,1825
1,1807
1,1821
1,1817
1,1779
1,1822
1,1821
1,1855
1,1835
1,1834
1,1815
1,1868
1,1936
1,1819
1,1837
1,2171
1,1812
1,1862
1,1840
1,1834
1,2373
1,2490
1,1820
1,2320
1,1840
1,2607
1,2423
1,1850
1,2543
1,1931
1,1808
1,2544
1,1850
1,1806
1,1825
1,1856
1,1840
1,1795
1,1842
1,1821
1,1819
1,1808
1,1810
1,1805
1,1798
1,1845
1,2251
1,1776
1,1815
1,1863
1,1867
1,1659
1,2030
1,1856
1,1594
1,2114
1,1879
1,1840
1,1828
1,1826
1,1808
1,1819
1,1813
1,1830
1,1837
1,1856
1,2227
1,2295
1,1858
1,1847
1,1840
1,1792
1,1840
1,1879
1,1856
1,1866
1,1824
1,1834
1,1851
1,1829
1,1831
1,2138
1,1826
1,1834
1,1847
1,1818
1,1853
1,1808
1,1851
1,1858
1,1861
1,1823
1,1830
1,1863
1,1853
1,1809
1,1856
1,1822
1,1833
1,1856
1,1840
1,1840
1,1847
1,1819
1,1827
1,1882
1,1828
1,1839
1,1857
1,1813
1,1867
1,2224
1,1797
1,1803
1,1818
1,1839
1,1845
1,1808
1,1808
1,2292
1,1799
1,1881
1,1849
1,1795
1,1825
1,1850
1,1809
1,1808
1,1859
1,2017
1,1817
1,1854
1,1840
1,1835
1,1807
1,1829
1,1825
1,1814
1,1845
1,1815
1,1834
1,1826
1,1993
1,1811
1,1841
1,1840
1,1846
1,1811
1,1816
1,1845
1,1823
1,1797
1,4095
1,1374
1,4095
1,849
1,2202
1,1839
1,1798
1,1813
1,1788
1,1858
1,1831
1,2320
1,2134
1,1805
1,1856
1,2295
1,1814
1,1840
1,1815
1,1988
1,1862
1,1833
1,1861
1,1840
1,1819
1,1814
1,1808
1,1865
1,1840
1,1822
1,1858
1,1830
1,1840
1,1815
1,1814
1,1808
1,1808
1,1847
1,1815
1,1840
1,1827
1,1811
1,1840
1,1823
1,1819
1,1862
1,1840
1,1857
1,1821
1,1799
1,1840
1,1815
1,1831
1,1799
1,1827
1,1851
1,1824
1,1811
1,1828
1,1840
1,1838
1,1851
1,1846
1,2126
1,2238
1,1875
1,1841
1,1817
1,1840
1,1808
1,1837
1,1841
1,1822
1,1831
1,1850
1,1851
1,1823
1,1851
1,1825
1,1847
1,1814
1,1830
1,1856
1,1857
1,1840
1,1825
1,1837
1,1813
1,2234
1,1854
1,1811
1,1805
1,1801
1,1814
1,1819
1,1843
1,1858
1,1767
1,1807
1,1831
1,1808
1,1813
1,1841
1,1997
1,1793
1,1857
1,1847
1,1839
1,1850
1,1842
1,1799
1,1834
1,1866
1,1838
1,1840
1,1834
1,1837
1,1808
1,1853
1,1837
1,1821
1,2209
1,1826
1,1856
1,2225
1,1810
1,1855
1,1831
1,1811
1,1835
1,1830
1,1806
1,1827
1,1842
1,1863
1,1853
1,2332
1,1984
1,1808
1,1835
1,1843
1,1813
1,1818
1,1809
1,1857
1,1808
1,1819
1,1829
1,1828
1,1808
1,1872
1,1856
1,1842
1,1791
1,1797
1,1818
1,1842
1,1862
1,1841
1,1842
1,1821
1,1858
1,1855
1,1861
1,1790
1,1826
1,1798
1,1845
1,1829
1,1871
1,1870
1,1863
1,1829
1,1804
1,2288
1,1807
1,1795
1,1847
1,1825
1,1813
1,1839
1,1753
1,1845
1,1851
1,1801
1,1841
1,1821
1,1841
1,1825
1,1837
1,1854
1,1833
1,1807
1,1830
1,1859
1,1829
1,1824
1,1827
1,1818
1,1846
1,2103
1,2256
1,1820
1,1825
1,1850
1,1839
1,1817
1,1838
1,1936
1,1807
1,1872
1,2257
1,1856
1,1813
1,4095
1,445
1,0
1,1904
1,1856
1,1852
1,1798
1,2176
1,1842
1,1872
1,1819
1,1802
1,1811
1,1842
1,1807
1,1812
1,1871
1,2130
1,1826
1,1968
1,1799
1,1845
1,1815
1,1825
1,1950
1,1840
1,1843
1,1817
1,1819
1,1812
1,1794
1,1821
1,1833
1,1808
1,1810
1,1808
1,1835
1,1841
1,1839
1,1819
1,1815
1,1811
1,1844
1,1854
1,1850
1,1808
1,2209
1,1865
1,1833
1,1846
1,1831
1,1810
1,1869
1,1808
1,2263
1,1833
1,1823
1,1797
1,1904
1,1818
1,1838
1,1963
1,1819
1,1837
1,1872
1,4095
1,1605
1,2422
1,1826
1,4095
1,1840
1,2111
1,4095
1,4095
1,464
1,4095
1,4095
1,4095
1,1961
1,0
1,4095
1,4095
1,3926
1,4095
1,1825
1,1766
1,2009
1,1831
1,4095
1,1851
1,4095
1,4095
1,4095
1,4095
1,0
1,1811
1,1806
1,4095
1,4095
1,3762
1,4095
1,4095
1,3280
1,4095
1,1837
1,4095
1,2475
1,2087
1,1679
1,1825
1,1825
1,1825
1,4095
1,0
1,1535
1,1738
1,1045
1,1872
1,0
1,4095
1,0
1,1680
1,1915
1,1804
1,4095
1,4095
1,2071
1,1936
1,1698
1,1855
1,1839
1,1840
1,1821
1,1846
1,1787
1,1788
1,1857
1,1840
1,1818
1,1891
1,1853
1,1793
1,1859
1,2199
1,1762
1,1909
1,1805
1,1696
1,1936
1,1865
1,1815
1,1809
1,1806
1,1856
1,1831
1,1833
1,1835
1,1847
1,1836
1,2096
1,1825
1,1953
1,1761
1,1790
1,1826
1,1792
1,1853
1,1815
1,1877
1,1792
1,1795
1,1835
1,1825
1,1821
1,1841
1,1855
1,1841
1,1809
1,1803
1,1806
1,1991
1,1818
1,1827
1,1808
1,1821
1,1818
1,2061
1,1887
1,1811
1,1822
1,1914
1,2368
1,1827
1,2306
1,1808
1,1827
1,1814
1,1858
1,1814
1,1818
1,1792
1,1840
1,1829
1,1810
1,1794
1,1858
1,1850
1,1843
1,1840
1,1821
1,1798
1,1857
1,1853
1,1857
1,1826
1,1843
1,1806
1,2021
1,1786
1,1856
1,1833
1,1846
1,1871
1,1811
1,1813
1,1873
1,1841
1,1815
1,1831
1,1840
1,1809
1,1813
1,1790
1,1828
1,1845
1,1840
1,1839
1,1810
1,1872
1,1873
1,1965
1,1840
1,1826
1,1873
1,2367
1,1817
1,1828
1,1867
1,2399
1,1840
1,1808
1,1824
1,1824
1,1823
1,1856
1,1899
1,1838
1,1838
1,1823
1,1815
1,1837
1,1815
1,1845
1,1840
1,1862
1,1826
1,1836
1,1810
1,1846
1,1828
1,1856
1,1851
1,1803
1,1793
1,1872
1,1855
1,1840
1,1811
1,1814
1,1836
1,1974
1,1831
1,1820
1,1823
1,1825
1,1776
1,1839
1,1808
1,2256
1,1875
1,1843
1,1831
1,1808
1,1875
1,1841
1,1842
1,1835
1,1821
1,1854
1,1825
1,1851
1,1805
1,1862
1,1863
1,1840
1,1822
1,1794
1,1808
1,1870
1,1858
1,1826
1,1860
1,2023
1,1837
1,1853
1,1789
1,1819
1,1835
1,1851
1,1796
1,1825
1,1871
1,1831
1,1733
1,1810
1,1808
1,1867
1,1854
1,1830
1,1809
1,2160
1,1812
1,1854
1,1846
1,1788
1,2230
1,1853
1,1857
1,1863
1,1829
1,1808
1,1855
1,1819
1,1823
1,1872
1,1839
1,1818
1,1819
1,1867
1,1896
1,1833
1,1851
1,1829
1,1838
1,1835
1,1815
1,1838
1,1856
1,2267
1,1814
1,1860
1,1811
1,1847
1,1840
1,1833
1,1802
1,1861
1,1841
1,1808
1,1959
1,1845
1,1840
1,1824
1,1826
1,1847
1,1811
1,1841
1,1835
1,1822
1,1819
1,1808
1,1861
1,1861
1,1840
1,1861
1,1786
1,1871
1,2419
1,1840
1,1825
1,1797
1,1867
1,1835
1,1854
1,1812
1,1826
1,1819
1,1825
1,2315
1,1838
1,1821
1,1996
1,1861
1,1920
1,1856
1,1805
1,1823
1,1831
1,1823
1,1809
1,1853
1,1843
1,1851
1,1763
1,1823
1,1813
1,1799
1,1842
1,1867
1,1851
1,1871
1,1837
1,1866
1,1806
1,1835
1,1904
1,1783
1,1807
1,1855
1,1809
1,1866
1,1851
1,1856
1,1862
1,1810
1,1828
1,1781
1,1823
1,1839
1,1807
1,1808
1,1859
1,1847
1,1813
1,1851
1,1834
1,1793
1,1828
1,1823
1,1813
1,1833
1,1831
1,1822
1,1808
1,1846
1,1840
1,1966
1,1837
1,1836
1,1847
1,1856
1,1842
1,1823
1,2573
1,1973
1,1813
1,1852
1,1808
1,1813
1,1835
1,1797
1,1830
1,1821
1,1826
1,1838
1,1817
1,1856
1,1827
1,1821
1,1808
1,1834
1,1855
1,1867
1,1724
1,1833
1,1877
1,1794
1,1883
1,1808
1,1831
1,1817
1,1813
1,1824
1,1837
1,1853
1,1811
1,1872
1,1805
1,1835
1,1913
1,1821
1,1842
1,2061
1,1858
1,1847
1,1851
1,1840
1,1824
1,1841
1,1808
1,1865
1,2432
1,1808
1,1849
1,1854
1,1841
1,1855
1,2236
1,1813
1,4095
1,2271
1,1663
1,1759
1,1984
1,1955
1,2443
1,1792
1,1822
1,1776
1,1793
1,2351
1,1805
1,1808
1,1842
1,4095
1,0
1,838
1,1906
1,1872
1,1808
1,1831
1,1867
1,1860
1,1844
1,1840
1,1829
1,1983
1,1815
1,1854
1,1842
1,1808
1,1853
1,1822
1,1834
1,2316
1,1712
1,1803
1,1850
1,1815
1,1853
1,1820
1,1867
1,1742
1,1857
1,1809
1,0
1,2087
1,1808
1,1728
1,1762
1,1851
1,1840
1,1836
1,1766
1,1819
1,1843
1,1814
1,1849
1,1828
1,1806
1,1875
1,1840
1,1856
1,1863
1,4095
1,1191
1,1004
1,1957
1,1826
1,1821
1,1856
1,1845
1,1787
1,1814
1,1842
1,1850
1,2263
1,1815
1,1814
1,1823
1,1826
1,1823
1,1853
1,2404
1,1842
1,1844
1,1813
1,1845
1,1866
1,1834
1,1830
1,1819
1,2217
1,1814
1,1789
1,1853
1,1767
1,1801
1,1857
1,1856
1,1837
1,1818
1,1862
1,1834
1,2257
1,1849
1,3673
1,1185
1,1916
1,1831
1,1840
1,1849
1,2130
1,1206
1,1652
1,1863
1,1814
1,1846
1,2342
1,1823
1,1875
1,1919
1,1842
1,1743
1,1837
1,1798
1,1840
1,4095
1,2395
1,1820
1,2149
1,1530
1,1891
1,784
1,1183
1,1894
1,1847
1,1789
1,368
1,1641
1,1851
1,1904
1,2036
1,1872
1,2343
1,1888
1,1858
1,1841
1,2622
1,1765
1,1825
1,1999
1,1893
1,1837
1,1817
1,1872
1,1818
1,1872
1,1862
1,1837
1,1847
1,1815
1,1830
1,1811
1,1977
1,2189
1,1834
1,1829
1,1859
1,1862
1,1823
1,1834
1,1830
1,1813
1,1830
1,1808
1,1873
1,2369
1,1862
1,1810
1,1851
1,1855
1,1805
1,1855
1,1849
1,4095
1,687
1,1810
1,1838
1,1834
1,1838
1,1669
1,1808
1,1830
1,2771
1,1826
1,1866
1,1879
1,1862
1,1840
1,1808
1,1835
1,1842
1,1840
1,1803
1,2284
1,1840
1,1849
1,1872
1,1834
1,1825
1,1936
1,1854
1,1794
1,1828
1,1866
1,1849
1,1808
1,1807
1,1858
1,1808
1,1827
1,1811
1,1856
1,1807
1,1856
1,1805
1,1840
1,1847
1,1809
1,1793
1,1846
1,1792
1,1821
1,1835
1,1705
1,1902
1,1824
1,1807
1,1822
1,1815
1,1840
1,1841
1,1809
1,1814
1,1815
1,1808
1,1834
1,1831
1,1858
1,1842
1,1854
1,1805
1,1856
1,1856
1,1825
1,1898
1,1872
1,1748
1,1826
1,1845
1,1813
1,1829
1,540
1,2082
1,1867
1,1841
1,1841
1,1831
1,1833
1,2917
1,2486
1,2670
1,2603
1,2624
1,1721
1,1859
1,1791
1,1842
1,1871
1,1813
1,1835
1,1818
1,1835
1,1809
1,1854
1,1851
1,1793
1,1806
1,1814
1,1783
1,2454
1,1819
1,1805
1,1840
1,1873
1,1856
1,1809
1,1840
1,1811
1,1823
1,1839
1,1815
1,1847
1,1817
1,1820
1,1826
1,1851
1,1851
1,1821
1,1816
1,2111
1,1814
1,1808
1,1843
1,1840
1,1806
1,1873
1,1854
1,1845
1,1822
1,1902
1,1859
1,1822
1,1854
1,1817
1,1808
1,1814
1,1845
1,1862
1,1787
1,1843
1,1814
1,1827
1,1869
1,1819
1,1850
1,1825
1,1849
1,1840
1,1828
1,1811
1,1838
1,1840
1,1820
1,1808
1,1846
1,1813
1,1843
1,1850
1,1859
1,1841
1,1819
1,1822
1,1863
1,1866
1,1810
1,1808
1,1811
1,1831
1,1808
1,1825
1,1869
1,1809
1,1809
1,1808
1,1850
1,1865
1,1805
1,1808
1,1859
1,1813
1,1824
1,1812
1,1843
1,1782
1,1856
1,1853
1,1809
1,1847
1,1839
1,1819
1,1841
1,1861
1,1814
1,1827
1,1814
1,1790
1,1872
1,1849
1,1849
1,1850
1,1857
1,1875
1,1851
1,1811
1,1872
1,1832
1,1843
1,1792
1,1894
1,1563
1,1911
1,1840
1,1863
1,1827
1,1797
1,1859
1,1856
1,1859
1,1797
1,1825
1,1854
1,1805
1,1854
1,1802
1,1834
1,1826
1,1811
1,1863
1,1865
1,1827
1,1840
1,1850
1,1803
1,1852
1,1854
1,1835
1,1811
1,1815
1,1858
1,1815
1,1846
1,1845
1,1821
1,1838
1,1843
1,1841
1,1820
1,1857
1,1796
1,1826
1,1982
1,1311
1,1937
1,1840
1,1840
1,1840
1,1826
1,1814
1,1866
1,1825
1,1824
1,1855
1,1822
1,1801
1,1808
1,1872
1,1795
1,1829
1,1803
1,1826
1,1827
1,1819
1,1813
1,1845
1,1808
1,1843
1,1822
1,1837
1,1840
1,1814
1,1851
1,1849
1,1810
1,1813
1,1815
1,1843
1,1808
1,1808
1,1795
1,1811
1,1845
1,1821
1,1833
1,1811
1,1829
1,1840
1,1831
1,1845
1,1822
1,1810
1,1822
1,1838
1,1850
1,1926
1,1840
1,1808
1,1843
1,1856
1,1857
1,1789
1,1859
1,1761
1,1649
1,1877
1,1840
1,1805
1,1824
1,1824
1,1797
1,1820
1,1871
1,1811
1,1872
1,1847
1,2021
1,1819
1,1827
1,1939
1,1774
1,1850
1,1821
1,1829
1,1852
1,1821
1,1822
1,1852
1,1843
1,1824
1,1871
1,1824
1,1827
1,1845
1,1847
1,1828
1,1835
1,1825
1,1834
1,1807
1,1569
1,1906
1,1778
1,1872
1,1909
1,1755
1,1875
1,1845
1,1830
1,1840
1,1823
1,1839
1,1811
1,1894
1,1776
1,1800
1,1858
1,1831
1,1840
1,1843
1,1828
1,1841
1,1822
1,1812
1,1827
1,1847
1,1849
1,1821
1,1842
1,1815
1,1840
1,1851
1,1840
1,1840
1,1840
1,1811
1,1866
1,1825
1,2505
1,1594
1,1857
1,1847
1,1815
1,1806
1,1826
1,1805
1,1827
1,1846
1,1867
1,1856
1,1826
1,1840
1,1822
1,1808
1,1806
1,1869
1,1846
1,1825
1,1837
1,1817
1,1815
1,1839
1,1855
1,1837
1,1791
1,1807
1,1815
1,1818
1,1846
1,1835
1,1829
1,1674
1,1667
1,1788
1,2213
1,1696
1,1856
1,1851
1,1797
1,1811
1,1856
1,1835
1,1838
1,1825
1,1840
1,1847
1,1829
1,1808
1,1799
1,1822
1,1823
1,1808
1,1829
1,1819
1,1799
1,1853
1,1803
1,1815
1,1853
1,1826
1,1823
1,1828
1,1811
1,1823
1,1851
1,1840
1,1830
1,1840
1,1776
1,1648
1,1641
1,1834
1,1825
1,1808
1,1826
1,1805
1,1841
1,1871
1,1840
1,1872
1,1856
1,1861
1,1837
1,1851
1,1825
1,1851
1,1830
1,1821
1,1813
1,1805
1,1799
1,1802
1,1829
1,1802
1,1861
1,1836
1,1851
1,1838
1,1808
1,1826
1,1810
1,1815
1,1824
1,1811
1,1845
1,1822
1,1849
1,1807
1,1808
1,1854
1,1817
1,1821
1,1840
1,1831
1,1829
1,1853
1,1859
1,1823
1,1824
1,1810
1,1846
1,1856
1,1825
1,1809
1,1827
1,1838
1,1824
1,1841
1,1813
1,1819
1,1845
1,1855
1,1859
1,1846
1,1824
1,1830
1,1822
1,1849
1,1808
1,1819
1,1873
1,1819
1,1810
1,1843
1,1807
1,1852
1,1851
1,1872
1,1792
1,1837
1,1819
1,1808
1,1843
1,1859
1,1838
1,1809
1,1835
1,1791
1,1836
1,1782
1,1794
1,1830
1,1856
1,1840
1,1709
1,1795
1,1893
1,1851
1,1840
1,1828
1,1843
1,1821
1,1827
1,1823
1,1846
1,1856
1,1823
1,1823
1,1847
1,1835
1,1823
1,1841
1,1819
1,1866
1,1850
1,1839
1,1838
1,1855
1,1831
1,1851
1,1842
1,1835
1,1819
1,1758
1,1872
1,1875
1,1814
1,1856
1,1858
1,1851
1,1808
1,1843
1,1839
1,1856
1,1809
1,1815
1,1814
1,1838
1,1818
1,1847
1,1827
1,1837
1,1830
1,1785
1,1870
1,1771
1,1861
1,1819
1,1829
1,1849
1,1871
1,1858
1,1840
1,1857
1,1867
1,1851
1,1817
1,1843
1,1818
1,1834
1,1856
1,1808
1,1858
1,1813
1,1805
1,1852
1,1818
1,1810
1,1813
1,1795
1,1854
1,1807
1,1806
1,1851
1,1856
1,1811
1,1825
1,1786
1,1856
1,1855
1,1847
1,1790
1,1811
1,1863
1,1791
1,1817
1,1792
1,1822
1,1817
1,1818
1,1824
1,1838
1,1859
1,1807
1,1824
1,1808
1,1829
1,1808
1,1814
1,1824
1,1809
1,1839
1,1838
1,1781
1,1839
1,1862
1,1936
1,1814
1,1854
1,1801
1,1838
1,1854
1,1847
1,1841
1,1819
1,1858
1,1840
1,1859
1,1843
1,1809
1,1815
1,1808
1,1812
1,1824
1,1723
1,1883
1,1780
1,1787
1,1840
1,1872
1,1851
1,1842
1,1829
1,1840
1,1842
1,1851
1,1811
1,1840
1,1752
1,1878
1,1860
1,1808
1,1791
1,1842
1,1841
1,1796
1,1787
1,1831
1,1833
1,1840
1,1808
1,1843
1,1825
1,1836
1,1819
1,1843
1,1833
1,1936
1,1742
1,1835
1,1872
1,1840
1,1840
1,1875
1,1843
1,1839
1,1813
1,1826
1,1866
1,1806
1,1859
1,1815
1,1665
1,1920
1,1830
1,1664
1,1739
1,1839
1,1807
1,1841
1,1799
1,1808
1,1814
1,1815
1,1822
1,1811
1,1851
1,1813
1,1840
1,1834
1,1895
1,1849
1,1801
1,1838
1,1842
1,1830
1,1856
1,1758
1,1795
1,1838
1,1824
1,1856
1,1815
1,1847
1,1847
1,1875
1,1863
1,1814
1,1879
1,1871
1,1839
1,1806
1,1801
1,1845
1,1861
1,1806
1,1863
1,1812
1,1822
1,1808
1,1811
1,1873
1,1826
1,1869
1,1839
1,1867
1,1905
1,1825
1,1851
1,1819
1,1828
1,1904
1,1818
1,1795
1,1824
1,1872
1,1840
1,1797
1,1805
1,1856
1,1841
1,1856
1,1873
1,1882
1,1872
1,1819
1,1811
1,1856
1,1837
1,1817
1,1850
1,1861
1,1815
1,1794
1,1834
1,1823
1,1831
1,1855
1,1839
1,1872
1,1855
1,1840
1,1846
1,1840
1,1856
1,1814
1,1840
1,1811
1,1869
1,1590
1,1822
1,1765
1,1889
1,1831
1,1813
1,1843
1,1826
1,1823
1,1873
1,2368
1,1856
1,1859
1,1851
1,1872
1,1805
1,1830
1,2513
1,1898
1,1858
1,2206
1,1808
1,2171
1,1861
1,1841
1,1851
1,2081
1,1805
1,1858
1,1872
1,1833
1,1815
1,1835
1,1779
1,1867
1,1813
1,1798
1,1806
1,1825
1,4095
1,146
1,1797
1,1869
1,1811
1,1829
1,1856
1,1847
1,1799
1,2119
1,1855
1,1867
1,1814
1,1873
1,1799
1,1850
1,1887
1,1866
1,2164
1,1863
1,1873
1,1796
1,1785
1,1869
1,1857
1,1873
1,1834
1,1799
1,1837
1,1871
1,1837
1,1808
1,1863
1,1805
1,1733
1,1879
1,1858
1,1860
1,1854
1,1826
1,1859
1,1806
1,1871
1,1796
1,1765
1,1749
1,1645
1,1781
1,1873
1,1806
1,1675
1,1904
1,1866
1,1856
1,1806
1,1809
1,1815
1,1829
1,1872
1,1824
1,1808
1,1851
1,1830
1,1919
1,1823
1,1813
1,1879
1,1878
1,1841
1,1858
1,1851
1,1872
1,1695
1,1833
1,3159
1,1387
1,1850
1,1811
1,1851
1,1850
1,1835
1,1850
1,1842
1,1810
1,1859
1,1830
1,1842
1,1793
1,2278
1,1822
1,2208
1,1843
1,1824
1,1840
1,1869
1,1799
1,518
1,1453
1,1839
1,1806
1,2387
1,1830
1,1801
1,1862
1,4095
1,301
1,1679
1,1907
1,1808
1,1793
1,1853
1,1815
1,1809
1,1802
1,1840
1,2330
1,2288
1,3491
1,4095
1,877
1,1350
1,1911
1,1815
1,1840
1,1799
1,1968
1,1808
1,1861
1,1966
1,1792
1,1840
1,1874
1,1815
1,1821
1,1761
1,1886
1,1877
1,2341
1,1913
1,2101
1,1797
1,1871
1,1867
1,1813
1,1857
1,1819
1,1829
1,1809
1,1863
1,1811
1,1821
1,1949
1,1808
1,1815
1,1895
1,1806
1,1855
1,1801
1,1790
1,2389
1,1828
1,1812
1,1825
1,1851
1,1865
1,1845
1,1815
1,1856
1,1841
1,1808
1,1847
1,1807
1,1822
1,1823
1,1840
1,1801
1,1853
1,1807
1,1776
1,1831
1,1841
1,1846
1,1835
1,1858
1,1735
1,1808
1,1830
1,1810
1,1852
1,1797
1,1840
1,1853
1,1808
1,1813
1,1831
1,1819
1,1805
1,2186
1,1850
1,1843
1,1818
1,1812
1,1867
1,1856
1,2171
1,1843
1,1814
1,1823
1,1806
1,1845
1,1862
1,1863
1,1829
1,1875
1,1840
1,1853
1,1847
1,1669
1,1865
1,1877
1,1807
1,1904
1,2057
1,1863
1,1793
1,1850
1,1869
1,1854
1,1823
1,1831
1,1835
1,1856
1,1831
1,1819
1,1805
1,1817
1,1834
1,1850
1,1802
1,1810
1,1801
1,1802
1,1803
1,2643
1,1872
1,1828
1,1806
1,1804
1,1831
1,1840
1,1859
1,1817
1,1831
1,1807
1,1797
1,1869
1,1808
1,1835
1,1817
1,1813
1,1809
1,1814
1,1854
1,1809
1,1836
1,2395
1,1853
1,1815
1,2599
1,1808
1,1802
1,1802
1,1815
1,1808
1,1842
1,1854
1,1823
1,1838
1,2640
1,1835
1,1808
1,1831
1,1855
1,1831
1,1843
1,1840
1,2066
1,1798
1,1838
1,1846
1,1819
1,1868
1,1813
1,1825
1,1835
1,1811
1,1827
1,1847
1,1867
1,2340
1,1854
1,1858
1,1793
1,1811
1,1856
1,1859
1,1823
1,1805
1,1871
1,1865
1,1839
1,1856
1,1840
1,2186
1,1896
1,1843
1,1861
1,1817
1,1979
1,1870
1,1870
1,1837
1,2242
1,1841
1,1806
1,2032
1,1831
1,1853
1,1811
1,1819
1,1818
1,1799
1,1850
1,1887
1,1866
1,2164
1,1863
1,1873
1,1796
1,1785
1,1869
1,1857
1,1873
1,1834
1,1799
1,1837
1,1871
1,1837
1,1808
1,1863
1,1805
1,1733
1,1879
1,1858
1,1860
1,1854
1,1826
1,1859
1,1806
1,1871
1,1796
1,1765
1,1749
1,1645
1,1781
1,1873
1,1806
1,1675
1,1904
1,1866
1,1856
1,1806
1,1809
1,1815
1,1829
1,1872
1,1824
1,1808
1,1851
1,1830
1,1919
1,1823
1,1813
1,1879
1,1878
1,1841
1,1858
1,1851
1,1872
1,1695
1,1833
1,3159
1,1387
1,1850
1,1811
1,1851
1,1850
1,1835
1,1850
1,1842
1,1810
1,1859
1,1830
1,1842
1,1793
1,2278
1,1822
1,2208
1,1843
1,1824
1,1840
1,1869
1,1799
1,518
1,1453
1,1839
1,1806
1,2387
1,1830
1,1801
1,1862
1,4095
1,301
1,1679
1,1907
1,1808
1,1793
1,1853
1,1815
1,1809
1,1802
1,1840
1,2330
1,2288
1,3491
1,4095
1,877
1,1350
1,1911
1,1815
1,1840
1,1799
1,1968
1,1808
1,1861
1,1966
1,1792
1,1840
1,1874
1,1815
1,1821
1,1761
1,1886
1,1877
1,2341
1,1913
1,2101
1,1797
1,1871
1,1867
1,1813
1,1857
1,1819
1,1829
1,1809
1,1863
1,1811
1,1821
1,1949
1,1808
1,1815
1,1895
1,1806
1,1855
1,1801
1,1790
1,2389
1,1828
1,1812
1,1825
1,1851
1,1865
1,1845
1,1815
1,1856
1,1841
1,1808
1,1847
1,1807
1,1822
1,1823
1,1840
1,1801
1,1853
1,1807
1,1776
1,1831
1,1841
1,1846
1,1835
1,1858
1,1735
1,1808
1,1830
1,1810
1,1852
1,1797
1,1840
1,1853
1,1808
1,1813
1,1831
1,1819
1,1805
1,2186
1,1850
1,1843
1,1818
1,1812
1,1867
1,1856
1,2171
1,1843
1,1814
1,1823
1,1806
1,1845
1,1862
1,1863
1,1829
1,1875
1,1840
1,1853
1,1847
1,1669
1,1865
1,1877
1,1807
1,1904
1,2057
1,1863
1,1793
1,1850
1,1869
1,1854
1,1823
1,1831
1,1835
1,1856
1,1831
1,1819
1,1805
1,1817
1,1834
1,1850
1,1802
1,1810
1,1801
1,1802
1,1803
1,2643
1,1872
1,1828
1,1806
1,1804
1,1831
1,1840
1,1859
1,1817
1,1831
1,1807
1,1797
1,1869
1,1808
1,1835
1,1817
1,1813
1,1809
1,1814
1,1854
1,1809
1,1836
1,2395
1,1853
1,1815
1,2599
1,1808
1,1802
1,1802
1,1815
1,1808
1,1842
1,1854
1,1823
1,1838
1,2640
1,1835
1,1808
1,1831
1,1855
1,1831
1,1843
1,1840
